name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price
"Fevicryl DIY Self Painting Art of India Kit - Kalamkari Art | Acrylic Paints 12 shades x 20ml Each, Set of Round Brushes (...",home & kitchen,Sewing & Craft Supplies,https://m.media-amazon.com/images/I/71eycyReXlL._AC_UL320_.jpg,https://www.amazon.in/Fevicryl-DIY-Self-Painting-India/dp/B09Q614Z6B/ref=sr_1_160?qid=1679214276&s=kitchen&sr=1-160,4.6,142,₹448,₹599
casacrest Dual Tip Art Markers 48 Colours with Carrying Case for Painting Sketching Calligraphy Drawing - Twin Head Perman...,home & kitchen,Sewing & Craft Supplies,https://m.media-amazon.com/images/I/81wFAtKPl1L._AC_UL320_.jpg,https://www.amazon.in/Casacrest-Carrying-Painting-Sketching-Calligraphy/dp/B099JWLDNT/ref=sr_1_161?qid=1679214276&s=kitchen&sr=1-161,4.0,311,₹806,"₹1,299"
WISHKEY 3 in 1 USB Chargeable LED Light Table Night Lamp for Kids Bedroom with Pencil Sharpener and Pen Holder Stand for G...,home & kitchen,Sewing & Craft Supplies,https://m.media-amazon.com/images/I/31RglIeKQ1L._AC_UL320_.jpg,https://www.amazon.in/Wishkey-Chargeable-Sharpener-Decoration-Multicolor/dp/B09N3C4MBL/ref=sr_1_162?qid=1679214276&s=kitchen&sr=1-162,4.2,173,₹399,₹799
Camel Canvas Board - 20cm x 25cm,home & kitchen,Sewing & Craft Supplies,https://m.media-amazon.com/images/I/717Wt9UvTPL._AC_UL320_.jpg,https://www.amazon.in/Camel-Camlin-Kokuyo-Canvas-Board/dp/B00LY1BNSC/ref=sr_1_163?qid=1679214276&s=kitchen&sr=1-163,4.4,"1,825",,₹90
Doms Triangle Dust Free Fragrance Eraser Jar (50 Pcs),home & kitchen,Sewing & Craft Supplies,https://m.media-amazon.com/images/I/61dpz3JNW6S._AC_UL320_.jpg,https://www.amazon.in/DOMS-Triangle-Dust-Fragrance-Eraser/dp/B07KR99L7F/ref=sr_1_164?qid=1679214276&s=kitchen&sr=1-164,4.4,846,₹142,₹150
B7000 Glue for Mobile Phone 50ML,home & kitchen,Sewing & Craft Supplies,https://m.media-amazon.com/images/I/31lkpZ90DAL._AC_UL320_.jpg,https://www.amazon.in/B7000-Glue-Mobile-Phone-50ML/dp/B07ZKVVKN2/ref=sr_1_165?qid=1679214276&s=kitchen&sr=1-165,4.0,432,₹199,₹499
Plus Japan Glue Tape 12 M | Pack of 2 (Blue),home & kitchen,Sewing & Craft Supplies,https://m.media-amazon.com/images/I/61si9SSZ2AL._AC_UL320_.jpg,https://www.amazon.in/Japan-Glue-Tape-Pack-Blue/dp/B09K46N4L4/ref=sr_1_166?qid=1679214276&s=kitchen&sr=1-166,4.3,344,,₹333
"OFIXO Food WRAP Multipurpose Food Wrapping Paper | 50 Meter | Perfect Premium Food Wrapping Paper for Cooking, Baking, Pac...",home & kitchen,Sewing & Craft Supplies,https://m.media-amazon.com/images/I/51TMfmV50OL._AC_UL320_.jpg,https://www.amazon.in/OFIXO-Multipurpose-Wrapping-Perfect-Premium/dp/B0BQBRSRSS/ref=sr_1_167?qid=1679214276&s=kitchen&sr=1-167,3.4,12,₹299,₹499
"Camel Acrylic Color Box - 20ml Tubes, 12 Shades",home & kitchen,Sewing & Craft Supplies,https://m.media-amazon.com/images/I/71zlEHy-ysL._AC_UL320_.jpg,https://www.amazon.in/Camel-Camlin-Acrylic-Color-Box/dp/B00KIEGN4A/ref=sr_1_168?qid=1679214276&s=kitchen&sr=1-168,4.6,"4,297",,₹550
"THR3ESTROKES Mandala Dotting Tools for Painting, Rock Paint Kits, Nail Art, Polymer Clay, DIY Supplies with Ball Stylus Do...",home & kitchen,Sewing & Craft Supplies,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51iDfcrayVL._AC_UL320_.jpg,https://www.amazon.in/THR3ESTROKES-Mandala-Painting-Supplies-Modelling/dp/B09RZTVFZH/ref=sr_1_241_mod_primary_new?qid=1679214278&s=kitchen&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-241,4.4,339,₹131,₹999
"UCRAVO Double Sided Tape Heavy Duty, Transparent Strong Adhesive Mounting Trackless Removable Washable for Tape for Poster...",home & kitchen,Sewing & Craft Supplies,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/518BlGJxdFL._AC_UL320_.jpg,https://www.amazon.in/UCRAVO-Transparent-Adhesive-Trackless-Removable/dp/B09BQB7N1M/ref=sr_1_242?qid=1679214278&s=kitchen&sr=1-242,3.9,876,₹274,₹806
BRUSTRO Artists' Coloured Pencil Set of 24 (in Elegant tin Box),home & kitchen,Sewing & Craft Supplies,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81jvNBuu5zL._AC_UL320_.jpg,https://www.amazon.in/Brustro-Artists-Coloured-Pencil-Elegant/dp/B09PLGFN4D/ref=sr_1_243?qid=1679214278&s=kitchen&sr=1-243,4.5,154,,₹897
KARTMEN 6 PCS Blending Stumps and Tortillions Paper Art Blenders for Student Artist Charcoal Sketch Drawing Tools,home & kitchen,Sewing & Craft Supplies,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/518Shw1ukML._AC_UL320_.jpg,https://www.amazon.in/KARTMEN-Blending-Tortillions-Blenders-Charcoal/dp/B09X1PFSWJ/ref=sr_1_244?qid=1679214278&s=kitchen&sr=1-244,4.1,109,₹98,₹299
MONT MARTE Acrylic Paint Set 24pcex36ml,home & kitchen,Sewing & Craft Supplies,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71Xuw6Pdt2L._AC_UL320_.jpg,https://www.amazon.in/Mont-Marte-Acrylic-Colours-Cardboard/dp/B07BPPGYB1/ref=sr_1_245?qid=1679214278&s=kitchen&sr=1-245,4.6,"8,480","₹1,320","₹1,647"
Pidilite Fevicryl Fine Art 100 ml Artists Water Based Acrylic Colour Tube for Painting on Canvas(Titanium White) |Acrylic ...,home & kitchen,Sewing & Craft Supplies,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/7155pG995RL._AC_UL320_.jpg,https://www.amazon.in/Pidilite-Fevicryl-Fine-Art-Professionals/dp/B0924N61ZR/ref=sr_1_246?qid=1679214278&s=kitchen&sr=1-246,4.5,"1,137",₹144,₹175
"KABEER ART Set of Mechanical Lead Pencil, 12 Black Leads And 12 Color Leads",home & kitchen,Sewing & Craft Supplies,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61KpZC4SELL._AC_UL320_.jpg,https://www.amazon.in/Kabeer-Mechanical-Pencil-Black-Leads/dp/B06WV9J5CQ/ref=sr_1_247?qid=1679214278&s=kitchen&sr=1-247,4.0,780,₹207,₹300
"Asian Paints Frost Spray, Translucent Matt Finish,clear 200ml",home & kitchen,Sewing & Craft Supplies,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51oqZgzfjHL._AC_UL320_.jpg,https://www.amazon.in/Asian-Paints-ezyCR8-Effect-Aerosol/dp/B08BWNFLRW/ref=sr_1_248?qid=1679214278&s=kitchen&sr=1-248,3.4,"1,224",₹159,₹220
"ZAHEPA Painting Palette with Lid, Colour Mixing Pallet, Tray for Acrylic Paints, Oil Paint, Tube Color, Watercolor Plate, ...",home & kitchen,Sewing & Craft Supplies,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61uttqVblWL._AC_UL320_.jpg,https://www.amazon.in/ZAHEPA-Rectangle-Folding-Watercolor-Compartments/dp/B08P5LP7WZ/ref=sr_1_249?qid=1679214278&s=kitchen&sr=1-249,4.2,133,₹189,₹299
HASTHIP® DIY 5D Diamond Painting by Number Kits Full Drill Rhinestone Embroidery Cross Stitch Pictures Arts Craft for Home...,home & kitchen,Sewing & Craft Supplies,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61xS2D7HglL._AC_UL320_.jpg,https://www.amazon.in/HASTHIP%C2%AE-40x30cm-Diamond-Painting-Needlework/dp/B0859FRC91/ref=sr_1_250?qid=1679214278&s=kitchen&sr=1-250,4.3,168,₹494,₹596
"HASTHIP® Colorful Elephants DIY 5D Diamond Painting Full Kits, Full Drill Diamond Painting Kits Crystal Embroidery Picture...",home & kitchen,Sewing & Craft Supplies,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71beDqcrfNL._AC_UL320_.jpg,https://www.amazon.in/HASTHIP%C2%AE-Colorful-Elephants-Painting-Embroidery/dp/B08SM2D7CQ/ref=sr_1_251?qid=1679214278&s=kitchen&sr=1-251,4.4,219,₹647,"₹1,032"
Megumi Roll Fabric Fusing Tape Double Sided Adhesive Hem Tape Iron on Tape (White),home & kitchen,Sewing & Craft Supplies,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/617potrEeoL._AC_UL320_.jpg,https://www.amazon.in/Megumi-Fabric-Fusing-Double-Adhesive/dp/B09L9CLVCM/ref=sr_1_252?qid=1679214278&s=kitchen&sr=1-252,3.6,233,₹110,₹299
"Mont Marte Acrylic Paint Set 36 Colors, 36ml, Multicolour",home & kitchen,Sewing & Craft Supplies,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61HyOePBWML._AC_UL320_.jpg,https://www.amazon.in/Mont-Marte-Suitable-Air-dried-Cardboard/dp/B07XP18GGT/ref=sr_1_253_mod_primary_new?qid=1679214278&s=kitchen&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-253,4.6,"3,743","₹1,549","₹2,399"
Festiko® Ramadan Mubarak Banner Decorations for Home Gold Blue Moon and Star Bunting Garland Eid Ramadan Muslim Islamic Ha...,home & kitchen,Sewing & Craft Supplies,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71NPKWL+E+L._AC_UL320_.jpg,https://www.amazon.in/Festiko%C2%AE-Ramadan-Mubarak-Decorations-Celebration/dp/B09VSZ4RJV/ref=sr_1_254?qid=1679214278&s=kitchen&sr=1-254,4.3,65,₹341,₹699
"Lakeer A4 Size Artist’s Tracing Paper, 50 Sheets-Translucent Sketching and Tracing Paper for Pencil, Marker and Ink, Light...",home & kitchen,Sewing & Craft Supplies,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/31FGj2E986L._AC_UL320_.jpg,https://www.amazon.in/Lakeer-Artists-Sheets-Translucent-Sketching-Lightweight/dp/B08DRC3SR2/ref=sr_1_255?qid=1679214278&s=kitchen&sr=1-255,4.3,563,₹229,₹300
